"plaintext_size","cipher_mode","total_time","key_size","enc/dec
"
"48806.00 mb","AES/OFB/NoPadding","202652000","256","enc"
"48806.00 mb","AES/OFB/NoPadding","200617125","256","enc"
"48806.00 mb","AES/OFB/NoPadding","206007792","256","enc"
"48806.00 mb","AES/OFB/NoPadding","401503916","256","dec"
"48806.00 mb","AES/OFB/NoPadding","310799917","256","dec"
"48806.00 mb","AES/OFB/NoPadding","305078334","256","dec"
"48806.00 mb","AES/OFB/NoPadding","305659875","256","dec"
"48806.00 mb","AES/OFB/NoPadding","311439791","256","dec"
"48806.00 mb","AES/OFB/NoPadding","322765125","256","dec"
"48806.00 mb","AES/OFB/NoPadding","305294541","256","dec"
"48806.00 mb","AES/OFB/NoPadding","305218125","256","dec"
"48806.00 mb","AES/OFB/NoPadding","304113750","256","dec"
"48806.00 mb","AES/OFB/NoPadding","304169958","256","dec"
"488251.00 mb","AES/OFB/NoPadding","2245164958","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2125208625","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2148713583","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2111883292","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2394966708","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2103149833","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2101349042","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2102798417","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2104933625","128","enc"
"488251.00 mb","AES/OFB/NoPadding","2093734292","128","enc"
"488251.00 mb","AES/OFB/NoPadding","3811400584","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3414004500","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3414669833","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3430436792","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3423457916","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3433758750","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3429390084","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3418205209","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3481017834","128","dec"
"488251.00 mb","AES/OFB/NoPadding","3419068458","128","dec"
"488251.00 mb","AES/OFB/NoPadding","2328089292","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2291997666","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2188209333","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2192068042","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2660986667","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2185699500","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2197334166","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2235629333","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2222543292","192","enc"
"488251.00 mb","AES/OFB/NoPadding","2178872375","192","enc"
"488251.00 mb","AES/OFB/NoPadding","3627327667","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3482914750","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3481553375","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3584307792","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3480983458","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3469701292","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3476748542","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3467701958","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3486201791","192","dec"
"488251.00 mb","AES/OFB/NoPadding","3659289416","192","dec"
"488251.00 mb","AES/OFB/NoPadding","2344851375","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2258648417","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2249755833","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2269705709","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2248211959","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2261222958","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2281018458","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2293243375","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2258609125","256","enc"
"488251.00 mb","AES/OFB/NoPadding","2249310208","256","enc"
"488251.00 mb","AES/OFB/NoPadding","3676844042","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3743585500","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3544991834","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3570861166","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3586672167","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3555377750","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3573223709","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3564004750","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3692550584","256","dec"
"488251.00 mb","AES/OFB/NoPadding","3675725292","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","4772952708","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4662610916","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4650208750","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4646592083","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4626342416","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4629033625","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4838002250","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4618324416","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4593128542","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","4569830916","128","enc"
"1048576.00 mb","AES/OFB/NoPadding","7795250417","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7655153750","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7398722917","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7373240833","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7391426500","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7790755959","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7396354042","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7358090208","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7434584084","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","7789045500","128","dec"
"1048576.00 mb","AES/OFB/NoPadding","4954045375","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4660054666","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4720199208","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4666110583","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","5503598583","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4898446583","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4971179666","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","5068755208","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4815494083","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","4694475542","192","enc"
"1048576.00 mb","AES/OFB/NoPadding","7755276042","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7528644666","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7589538417","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7773764250","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7639557375","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7555342500","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7562421333","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7529377542","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7669892625","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","7648653959","192","dec"
"1048576.00 mb","AES/OFB/NoPadding","5069826042","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4934746333","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4785460083","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4785025500","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","5057096875","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4787097708","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4790708625","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4820923625","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4806128125","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","4812984750","256","enc"
"1048576.00 mb","AES/OFB/NoPadding","8383808667","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7590259250","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7607647500","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7605831209","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7901207583","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7576324208","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7655344042","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7594476917","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","8387276292","256","dec"
"1048576.00 mb","AES/OFB/NoPadding","7685293917","256","dec"
"97.00 mb","AES/CFB/NoPadding","100598750","128","enc"
"97.00 mb","AES/CFB/NoPadding","2523125","128","enc"
"97.00 mb","AES/CFB/NoPadding","2830834","128","enc"
"97.00 mb","AES/CFB/NoPadding","1932750","128","enc"
"97.00 mb","AES/CFB/NoPadding","2003000","128","enc"
"97.00 mb","AES/CFB/NoPadding","2380750","128","enc"
"97.00 mb","AES/CFB/NoPadding","1789583","128","enc"
"97.00 mb","AES/CFB/NoPadding","1289709","128","enc"
"97.00 mb","AES/CFB/NoPadding","1183209","128","enc"
"97.00 mb","AES/CFB/NoPadding","1171500","128","enc"
"97.00 mb","AES/CFB/NoPadding","87913958","128","dec"
"97.00 mb","AES/CFB/NoPadding","3151667","128","dec"
"97.00 mb","AES/CFB/NoPadding","2798375","128","dec"
"97.00 mb","AES/CFB/NoPadding","1755250","128","dec"
"97.00 mb","AES/CFB/NoPadding","1609417","128","dec"
"97.00 mb","AES/CFB/NoPadding","1762042","128","dec"
"97.00 mb","AES/CFB/NoPadding","1329125","128","dec"
"97.00 mb","AES/CFB/NoPadding","1193500","128","dec"
"97.00 mb","AES/CFB/NoPadding","1186000","128","dec"
"97.00 mb","AES/CFB/NoPadding","1290834","128","dec"
"97.00 mb","AES/CFB/NoPadding","74576292","192","enc"
"97.00 mb","AES/CFB/NoPadding","6436584","192","enc"
"97.00 mb","AES/CFB/NoPadding","2173042","192","enc"
"97.00 mb","AES/CFB/NoPadding","1874584","192","enc"
"97.00 mb","AES/CFB/NoPadding","1598875","192","enc"
"97.00 mb","AES/CFB/NoPadding","1767667","192","enc"
"97.00 mb","AES/CFB/NoPadding","1863166","192","enc"
"97.00 mb","AES/CFB/NoPadding","1499500","192","enc"
"97.00 mb","AES/CFB/NoPadding","1343667","192","enc"
"97.00 mb","AES/CFB/NoPadding","1209667","192","enc"
"97.00 mb","AES/CFB/NoPadding","68340833","192","dec"
"97.00 mb","AES/CFB/NoPadding","4221459","192","dec"
"97.00 mb","AES/CFB/NoPadding","2445834","192","dec"
"97.00 mb","AES/CFB/NoPadding","1940792","192","dec"
"97.00 mb","AES/CFB/NoPadding","1653000","192","dec"
"97.00 mb","AES/CFB/NoPadding","1931917","192","dec"
"97.00 mb","AES/CFB/NoPadding","1458209","192","dec"
"97.00 mb","AES/CFB/NoPadding","1642458","192","dec"
"97.00 mb","AES/CFB/NoPadding","1409417","192","dec"
"97.00 mb","AES/CFB/NoPadding","1204125","192","dec"
"97.00 mb","AES/CFB/NoPadding","73202958","256","enc"
"97.00 mb","AES/CFB/NoPadding","2569583","256","enc"
"97.00 mb","AES/CFB/NoPadding","2632292","256","enc"
"97.00 mb","AES/CFB/NoPadding","1975042","256","enc"
"97.00 mb","AES/CFB/NoPadding","2394375","256","enc"
"97.00 mb","AES/CFB/NoPadding","2747334","256","enc"
"97.00 mb","AES/CFB/NoPadding","2490292","256","enc"
"97.00 mb","AES/CFB/NoPadding","1717083","256","enc"
"97.00 mb","AES/CFB/NoPadding","1532042","256","enc"
"97.00 mb","AES/CFB/NoPadding","1293458","256","enc"
"97.00 mb","AES/CFB/NoPadding","67525042","256","dec"
"97.00 mb","AES/CFB/NoPadding","3250792","256","dec"
"97.00 mb","AES/CFB/NoPadding","2990500","256","dec"
"97.00 mb","AES/CFB/NoPadding","2457792","256","dec"
"97.00 mb","AES/CFB/NoPadding","5055208","256","dec"
"97.00 mb","AES/CFB/NoPadding","7836458","256","dec"
"97.00 mb","AES/CFB/NoPadding","5526750","256","dec"
"97.00 mb","AES/CFB/NoPadding","1609666","256","dec"
"97.00 mb","AES/CFB/NoPadding","1377292","256","dec"
"97.00 mb","AES/CFB/NoPadding","3095958","256","dec"
"488.00 mb","AES/CFB/NoPadding","80248125","128","enc"
"488.00 mb","AES/CFB/NoPadding","6632917","128","enc"
"488.00 mb","AES/CFB/NoPadding","3869250","128","enc"
"488.00 mb","AES/CFB/NoPadding","3411000","128","enc"
"488.00 mb","AES/CFB/NoPadding","3118667","128","enc"
"488.00 mb","AES/CFB/NoPadding","3622750","128","enc"
"488.00 mb","AES/CFB/NoPadding","3008292","128","enc"
"488.00 mb","AES/CFB/NoPadding","3121500","128","enc"
"488.00 mb","AES/CFB/NoPadding","3307875","128","enc"
"488.00 mb","AES/CFB/NoPadding","2878000","128","enc"
"488.00 mb","AES/CFB/NoPadding","77636708","128","dec"
"488.00 mb","AES/CFB/NoPadding","6852958","128","dec"
"488.00 mb","AES/CFB/NoPadding","4482917","128","dec"
"488.00 mb","AES/CFB/NoPadding","4558917","128","dec"
"488.00 mb","AES/CFB/NoPadding","3944541","128","dec"
"488.00 mb","AES/CFB/NoPadding","3730875","128","dec"
"488.00 mb","AES/CFB/NoPadding","3752125","128","dec"
"488.00 mb","AES/CFB/NoPadding","3724292","128","dec"
"488.00 mb","AES/CFB/NoPadding","3935291","128","dec"
"488.00 mb","AES/CFB/NoPadding","3735917","128","dec"
"488.00 mb","AES/CFB/NoPadding","80627292","192","enc"
"488.00 mb","AES/CFB/NoPadding","6683959","192","enc"
"488.00 mb","AES/CFB/NoPadding","3493792","192","enc"
"488.00 mb","AES/CFB/NoPadding","3865792","192","enc"
"488.00 mb","AES/CFB/NoPadding","3741750","192","enc"
"488.00 mb","AES/CFB/NoPadding","3511333","192","enc"
"488.00 mb","AES/CFB/NoPadding","3814542","192","enc"
"488.00 mb","AES/CFB/NoPadding","3082125","192","enc"
"488.00 mb","AES/CFB/NoPadding","2848333","192","enc"
"488.00 mb","AES/CFB/NoPadding","3228125","192","enc"
"488.00 mb","AES/CFB/NoPadding","76905167","192","dec"
"488.00 mb","AES/CFB/NoPadding","7305417","192","dec"
"488.00 mb","AES/CFB/NoPadding","4697625","192","dec"
"488.00 mb","AES/CFB/NoPadding","4704416","192","dec"
"488.00 mb","AES/CFB/NoPadding","4126667","192","dec"
"488.00 mb","AES/CFB/NoPadding","3885583","192","dec"
"488.00 mb","AES/CFB/NoPadding","3677666","192","dec"
"488.00 mb","AES/CFB/NoPadding","4052125","192","dec"
"488.00 mb","AES/CFB/NoPadding","3783917","192","dec"
"488.00 mb","AES/CFB/NoPadding","4076916","192","dec"
"488.00 mb","AES/CFB/NoPadding","82919125","256","enc"
"488.00 mb","AES/CFB/NoPadding","7119917","256","enc"
"488.00 mb","AES/CFB/NoPadding","4190292","256","enc"
"488.00 mb","AES/CFB/NoPadding","3516833","256","enc"
"488.00 mb","AES/CFB/NoPadding","3336709","256","enc"
"488.00 mb","AES/CFB/NoPadding","3788792","256","enc"
"488.00 mb","AES/CFB/NoPadding","3479667","256","enc"
"488.00 mb","AES/CFB/NoPadding","3811125","256","enc"
"488.00 mb","AES/CFB/NoPadding","3065333","256","enc"
"488.00 mb","AES/CFB/NoPadding","3134167","256","enc"
"488.00 mb","AES/CFB/NoPadding","83001000","256","dec"
"488.00 mb","AES/CFB/NoPadding","6479583","256","dec"
"488.00 mb","AES/CFB/NoPadding","5129333","256","dec"
"488.00 mb","AES/CFB/NoPadding","4083625","256","dec"
"488.00 mb","AES/CFB/NoPadding","4263375","256","dec"
"488.00 mb","AES/CFB/NoPadding","3768375","256","dec"
"488.00 mb","AES/CFB/NoPadding","4021208","256","dec"
"488.00 mb","AES/CFB/NoPadding","3664125","256","dec"
"488.00 mb","AES/CFB/NoPadding","4062083","256","dec"
"488.00 mb","AES/CFB/NoPadding","3687041","256","dec"
"4847.00 mb","AES/CFB/NoPadding","112867000","128","enc"
"4847.00 mb","AES/CFB/NoPadding","22976042","128","enc"
"4847.00 mb","AES/CFB/NoPadding","22855959","128","enc"
"4847.00 mb","AES/CFB/NoPadding","21371000","128","enc"
"4847.00 mb","AES/CFB/NoPadding","20991125","128","enc"
"4847.00 mb","AES/CFB/NoPadding","20917959","128","enc"
"4847.00 mb","AES/CFB/NoPadding","21123917","128","enc"
"4847.00 mb","AES/CFB/NoPadding","20907292","128","enc"
"4847.00 mb","AES/CFB/NoPadding","21962208","128","enc"
"4847.00 mb","AES/CFB/NoPadding","20908792","128","enc"
"4847.00 mb","AES/CFB/NoPadding","123658792","128","dec"
"4847.00 mb","AES/CFB/NoPadding","34518500","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30782167","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30331417","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30381417","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30610167","128","dec"
"4847.00 mb","AES/CFB/NoPadding","29990791","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30056250","128","dec"
"4847.00 mb","AES/CFB/NoPadding","29819125","128","dec"
"4847.00 mb","AES/CFB/NoPadding","30260583","128","dec"
"4847.00 mb","AES/CFB/NoPadding","105946250","192","enc"
"4847.00 mb","AES/CFB/NoPadding","23540666","192","enc"
"4847.00 mb","AES/CFB/NoPadding","23567291","192","enc"
"4847.00 mb","AES/CFB/NoPadding","22359542","192","enc"
"4847.00 mb","AES/CFB/NoPadding","22000458","192","enc"
"4847.00 mb","AES/CFB/NoPadding","21632125","192","enc"
"4847.00 mb","AES/CFB/NoPadding","21769958","192","enc"
"4847.00 mb","AES/CFB/NoPadding","21799417","192","enc"
"4847.00 mb","AES/CFB/NoPadding","33966292","192","enc"
"4847.00 mb","AES/CFB/NoPadding","24896084","192","enc"
"4847.00 mb","AES/CFB/NoPadding","115684959","192","dec"
"4847.00 mb","AES/CFB/NoPadding","32316959","192","dec"
"4847.00 mb","AES/CFB/NoPadding","31463708","192","dec"
"4847.00 mb","AES/CFB/NoPadding","30774791","192","dec"
"4847.00 mb","AES/CFB/NoPadding","32549458","192","dec"
"4847.00 mb","AES/CFB/NoPadding","30572458","192","dec"
"4847.00 mb","AES/CFB/NoPadding","30761084","192","dec"
"4847.00 mb","AES/CFB/NoPadding","30527542","192","dec"
"4847.00 mb","AES/CFB/NoPadding","29607625","192","dec"
"4847.00 mb","AES/CFB/NoPadding","30113500","192","dec"
"4847.00 mb","AES/CFB/NoPadding","104075333","256","enc"
"4847.00 mb","AES/CFB/NoPadding","24205542","256","enc"
"4847.00 mb","AES/CFB/NoPadding","23609625","256","enc"
"4847.00 mb","AES/CFB/NoPadding","22250667","256","enc"
"4847.00 mb","AES/CFB/NoPadding","21575792","256","enc"
"4847.00 mb","AES/CFB/NoPadding","21891542","256","enc"
"4847.00 mb","AES/CFB/NoPadding","21671750","256","enc"
"4847.00 mb","AES/CFB/NoPadding","21967958","256","enc"
"4847.00 mb","AES/CFB/NoPadding","22086917","256","enc"
"4847.00 mb","AES/CFB/NoPadding","21923375","256","enc"
"4847.00 mb","AES/CFB/NoPadding","118943750","256","dec"
"4847.00 mb","AES/CFB/NoPadding","33074833","256","dec"
"4847.00 mb","AES/CFB/NoPadding","31143000","256","dec"
"4847.00 mb","AES/CFB/NoPadding","29950625","256","dec"
"4847.00 mb","AES/CFB/NoPadding","30120000","256","dec"
"4847.00 mb","AES/CFB/NoPadding","31633541","256","dec"
"4847.00 mb","AES/CFB/NoPadding","30395708","256","dec"
"4847.00 mb","AES/CFB/NoPadding","30116833","256","dec"
"4847.00 mb","AES/CFB/NoPadding","30015209","256","dec"
"4847.00 mb","AES/CFB/NoPadding","32332750","256","dec"
"48806.00 mb","AES/CFB/NoPadding","297445791","128","enc"
"48806.00 mb","AES/CFB/NoPadding","200132542","128","enc"
"48806.00 mb","AES/CFB/NoPadding","201264625","128","enc"
"48806.00 mb","AES/CFB/NoPadding","203335000","128","enc"
"48806.00 mb","AES/CFB/NoPadding","219211667","128","enc"
"48806.00 mb","AES/CFB/NoPadding","201211500","128","enc"
"48806.00 mb","AES/CFB/NoPadding","198582583","128","enc"
"48806.00 mb","AES/CFB/NoPadding","198293417","128","enc"
"48806.00 mb","AES/CFB/NoPadding","198754292","128","enc"
"48806.00 mb","AES/CFB/NoPadding","198626916","128","enc"
"48806.00 mb","AES/CFB/NoPadding","379729041","128","dec"
"48806.00 mb","AES/CFB/NoPadding","303329708","128","dec"
"48806.00 mb","AES/CFB/NoPadding","313472792","128","dec"
"48806.00 mb","AES/CFB/NoPadding","297212208","128","dec"
"48806.00 mb","AES/CFB/NoPadding","306750625","128","dec"
"48806.00 mb","AES/CFB/NoPadding","299775292","128","dec"
"48806.00 mb","AES/CFB/NoPadding","299545125","128","dec"
"48806.00 mb","AES/CFB/NoPadding","304069500","128","dec"
"48806.00 mb","AES/CFB/NoPadding","304715334","128","dec"
"48806.00 mb","AES/CFB/NoPadding","297571375","128","dec"
"48806.00 mb","AES/CFB/NoPadding","294176417","192","enc"
"48806.00 mb","AES/CFB/NoPadding","207766500","192","enc"
"48806.00 mb","AES/CFB/NoPadding","219709708","192","enc"
"48806.00 mb","AES/CFB/NoPadding","206872542","192","enc"
"48806.00 mb","AES/CFB/NoPadding","205095208","192","enc"
"48806.00 mb","AES/CFB/NoPadding","204555417","192","enc"
"48806.00 mb","AES/CFB/NoPadding","210236583","192","enc"
"48806.00 mb","AES/CFB/NoPadding","208054167","192","enc"
"48806.00 mb","AES/CFB/NoPadding","209473875","192","enc"
"48806.00 mb","AES/CFB/NoPadding","207624583","192","enc"
"48806.00 mb","AES/CFB/NoPadding","379079542","192","dec"
"48806.00 mb","AES/CFB/NoPadding","302401375","192","dec"
"48806.00 mb","AES/CFB/NoPadding","296748333","192","dec"
"48806.00 mb","AES/CFB/NoPadding","312790125","192","dec"
"48806.00 mb","AES/CFB/NoPadding","301353334","192","dec"
"48806.00 mb","AES/CFB/NoPadding","295829334","192","dec"
"48806.00 mb","AES/CFB/NoPadding","297165000","192","dec"
"48806.00 mb","AES/CFB/NoPadding","325118209","192","dec"
"48806.00 mb","AES/CFB/NoPadding","300365375","192","dec"
"48806.00 mb","AES/CFB/NoPadding","296401958","192","dec"
"48806.00 mb","AES/CFB/NoPadding","299785292","256","enc"
"48806.00 mb","AES/CFB/NoPadding","217975542","256","enc"
"48806.00 mb","AES/CFB/NoPadding","213953583","256","enc"
"48806.00 mb","AES/CFB/NoPadding","212508209","256","enc"
"48806.00 mb","AES/CFB/NoPadding","211519000","256","enc"
"48806.00 mb","AES/CFB/NoPadding","214461917","256","enc"
"48806.00 mb","AES/CFB/NoPadding","233091416","256","enc"
"48806.00 mb","AES/CFB/NoPadding","212608208","256","enc"
"48806.00 mb","AES/CFB/NoPadding","212470083","256","enc"
"48806.00 mb","AES/CFB/NoPadding","212876875","256","enc"
"48806.00 mb","AES/CFB/NoPadding","379347667","256","dec"
"48806.00 mb","AES/CFB/NoPadding","306317416","256","dec"
"48806.00 mb","AES/CFB/NoPadding","300707792","256","dec"
"48806.00 mb","AES/CFB/NoPadding","301032125","256","dec"
"48806.00 mb","AES/CFB/NoPadding","305254791","256","dec"
"48806.00 mb","AES/CFB/NoPadding","318485334","256","dec"
"48806.00 mb","AES/CFB/NoPadding","300469667","256","dec"
"48806.00 mb","AES/CFB/NoPadding","298955209","256","dec"
"48806.00 mb","AES/CFB/NoPadding","302036375","256","dec"
"48806.00 mb","AES/CFB/NoPadding","299361583","256","dec"
"488251.00 mb","AES/CFB/NoPadding","2388570542","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2218150167","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2231061000","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2253066458","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2443117000","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2238780917","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2246373375","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2241101583","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2235980792","128","enc"
"488251.00 mb","AES/CFB/NoPadding","2224873458","128","enc"
"488251.00 mb","AES/CFB/NoPadding","3611886916","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3287858084","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3312306666","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3278458458","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3301667292","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3279666458","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3298099500","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3281349625","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3307406167","128","dec"
"488251.00 mb","AES/CFB/NoPadding","3609014000","128","dec"
"488251.00 mb","AES/CFB/NoPadding","2501924083","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2293736833","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2320982042","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2296608042","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2622921625","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2307679459","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2287243584","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2283223125","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2314794958","192","enc"
"488251.00 mb","AES/CFB/NoPadding","2391304500","192","enc"
"488251.00 mb","AES/CFB/NoPadding","3544797292","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3356207875","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3376904000","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3437126792","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3323748875","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3372954458","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3334731583","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3369138833","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3326616625","192","dec"
"488251.00 mb","AES/CFB/NoPadding","3391625375","192","dec"
"488251.00 mb","AES/CFB/NoPadding","2452866125","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2358333958","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2354506041","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2352968375","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2391342083","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2400965666","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2461181459","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2392662917","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2395816583","256","enc"
"488251.00 mb","AES/CFB/NoPadding","2587669541","256","enc"
"488251.00 mb","AES/CFB/NoPadding","3610135542","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3589899708","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3394180584","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3393145292","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3352809000","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3384825334","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3352465958","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3424560917","256","dec"
"488251.00 mb","AES/CFB/NoPadding","3434500750","256","dec"
