"plaintext_size","cipher_mode","total_time","key_size","enc/dec
"
"4847.00 mb","AES/CTR/NoPadding","25080792","192","dec"
"4847.00 mb","AES/CTR/NoPadding","24907458","192","dec"
"4847.00 mb","AES/CTR/NoPadding","24958250","192","dec"
"4847.00 mb","AES/CTR/NoPadding","25039959","192","dec"
"4847.00 mb","AES/CTR/NoPadding","25358959","192","dec"
"4847.00 mb","AES/CTR/NoPadding","24831791","192","dec"
"4847.00 mb","AES/CTR/NoPadding","24649916","192","dec"
"4847.00 mb","AES/CTR/NoPadding","105497875","256","enc"
"4847.00 mb","AES/CTR/NoPadding","23226792","256","enc"
"4847.00 mb","AES/CTR/NoPadding","18171833","256","enc"
"4847.00 mb","AES/CTR/NoPadding","14742916","256","enc"
"4847.00 mb","AES/CTR/NoPadding","14503791","256","enc"
"4847.00 mb","AES/CTR/NoPadding","13940792","256","enc"
"4847.00 mb","AES/CTR/NoPadding","13917667","256","enc"
"4847.00 mb","AES/CTR/NoPadding","13889542","256","enc"
"4847.00 mb","AES/CTR/NoPadding","13919167","256","enc"
"4847.00 mb","AES/CTR/NoPadding","13764125","256","enc"
"4847.00 mb","AES/CTR/NoPadding","130469042","256","dec"
"4847.00 mb","AES/CTR/NoPadding","30692625","256","dec"
"4847.00 mb","AES/CTR/NoPadding","26840875","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24420208","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24659875","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24624167","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24644541","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24556000","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24481667","256","dec"
"4847.00 mb","AES/CTR/NoPadding","24451875","256","dec"
"48806.00 mb","AES/CTR/NoPadding","241586333","128","enc"
"48806.00 mb","AES/CTR/NoPadding","135408084","128","enc"
"48806.00 mb","AES/CTR/NoPadding","142859916","128","enc"
"48806.00 mb","AES/CTR/NoPadding","136019250","128","enc"
"48806.00 mb","AES/CTR/NoPadding","137093333","128","enc"
"48806.00 mb","AES/CTR/NoPadding","133543750","128","enc"
"48806.00 mb","AES/CTR/NoPadding","137068417","128","enc"
"48806.00 mb","AES/CTR/NoPadding","134256000","128","enc"
"48806.00 mb","AES/CTR/NoPadding","135026917","128","enc"
"48806.00 mb","AES/CTR/NoPadding","134347958","128","enc"
"48806.00 mb","AES/CTR/NoPadding","342017209","128","dec"
"48806.00 mb","AES/CTR/NoPadding","255543167","128","dec"
"48806.00 mb","AES/CTR/NoPadding","248221083","128","dec"
"48806.00 mb","AES/CTR/NoPadding","248075708","128","dec"
"48806.00 mb","AES/CTR/NoPadding","249049834","128","dec"
"48806.00 mb","AES/CTR/NoPadding","260918917","128","dec"
"48806.00 mb","AES/CTR/NoPadding","253435750","128","dec"
"48806.00 mb","AES/CTR/NoPadding","247367625","128","dec"
"48806.00 mb","AES/CTR/NoPadding","249765000","128","dec"
"48806.00 mb","AES/CTR/NoPadding","247144958","128","dec"
"48806.00 mb","AES/CTR/NoPadding","237811750","192","enc"
"48806.00 mb","AES/CTR/NoPadding","136789875","192","enc"
"48806.00 mb","AES/CTR/NoPadding","158702750","192","enc"
"48806.00 mb","AES/CTR/NoPadding","135198750","192","enc"
"48806.00 mb","AES/CTR/NoPadding","135499292","192","enc"
"48806.00 mb","AES/CTR/NoPadding","134129750","192","enc"
"48806.00 mb","AES/CTR/NoPadding","141093416","192","enc"
"48806.00 mb","AES/CTR/NoPadding","135285958","192","enc"
"48806.00 mb","AES/CTR/NoPadding","137761167","192","enc"
"48806.00 mb","AES/CTR/NoPadding","154365083","192","enc"
"48806.00 mb","AES/CTR/NoPadding","335594292","192","dec"
"48806.00 mb","AES/CTR/NoPadding","256357875","192","dec"
"48806.00 mb","AES/CTR/NoPadding","247481042","192","dec"
"48806.00 mb","AES/CTR/NoPadding","243910417","192","dec"
"48806.00 mb","AES/CTR/NoPadding","246357292","192","dec"
"48806.00 mb","AES/CTR/NoPadding","245750584","192","dec"
"48806.00 mb","AES/CTR/NoPadding","246000042","192","dec"
"48806.00 mb","AES/CTR/NoPadding","243016834","192","dec"
"48806.00 mb","AES/CTR/NoPadding","244655041","192","dec"
"48806.00 mb","AES/CTR/NoPadding","244184625","192","dec"
"48806.00 mb","AES/CTR/NoPadding","237350250","256","enc"
"48806.00 mb","AES/CTR/NoPadding","136302792","256","enc"
"48806.00 mb","AES/CTR/NoPadding","135320459","256","enc"
"48806.00 mb","AES/CTR/NoPadding","132957667","256","enc"
"48806.00 mb","AES/CTR/NoPadding","134250542","256","enc"
"48806.00 mb","AES/CTR/NoPadding","133866458","256","enc"
"48806.00 mb","AES/CTR/NoPadding","134153458","256","enc"
"48806.00 mb","AES/CTR/NoPadding","135805375","256","enc"
"48806.00 mb","AES/CTR/NoPadding","158597417","256","enc"
"48806.00 mb","AES/CTR/NoPadding","135657125","256","enc"
"48806.00 mb","AES/CTR/NoPadding","338230125","256","dec"
"48806.00 mb","AES/CTR/NoPadding","254147209","256","dec"
"48806.00 mb","AES/CTR/NoPadding","244523167","256","dec"
"48806.00 mb","AES/CTR/NoPadding","244172709","256","dec"
"48806.00 mb","AES/CTR/NoPadding","249569875","256","dec"
"48806.00 mb","AES/CTR/NoPadding","244623541","256","dec"
"48806.00 mb","AES/CTR/NoPadding","254526292","256","dec"
"48806.00 mb","AES/CTR/NoPadding","246006375","256","dec"
"48806.00 mb","AES/CTR/NoPadding","246047292","256","dec"
"48806.00 mb","AES/CTR/NoPadding","248134833","256","dec"
"488251.00 mb","AES/CTR/NoPadding","1720410125","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1576063833","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1592132291","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1620476625","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1765980834","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1635852125","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1662123625","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1587548291","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1619185167","128","enc"
"488251.00 mb","AES/CTR/NoPadding","1669671292","128","enc"
"488251.00 mb","AES/CTR/NoPadding","3281050083","128","dec"
"488251.00 mb","AES/CTR/NoPadding","3166626041","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2931415084","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2829611292","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2839387375","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2834732875","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2863104917","128","dec"
"488251.00 mb","AES/CTR/NoPadding","3080205709","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2844856958","128","dec"
"488251.00 mb","AES/CTR/NoPadding","2851667417","128","dec"
"488251.00 mb","AES/CTR/NoPadding","1746212917","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1575230708","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1587204458","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1599200042","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1671686375","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1556000083","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1565339708","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1568107250","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1557113458","192","enc"
"488251.00 mb","AES/CTR/NoPadding","1663805167","192","enc"
"488251.00 mb","AES/CTR/NoPadding","3011392958","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2966659959","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2962065750","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2920530875","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2923313250","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2885652042","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2983808583","192","dec"
"488251.00 mb","AES/CTR/NoPadding","3067563875","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2911949500","192","dec"
"488251.00 mb","AES/CTR/NoPadding","2903268667","192","dec"
"488251.00 mb","AES/CTR/NoPadding","1692346500","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1597348333","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1568930833","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1591321917","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1581707959","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1582219667","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1585752042","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1586980334","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1582951500","256","enc"
"488251.00 mb","AES/CTR/NoPadding","1581760667","256","enc"
"488251.00 mb","AES/CTR/NoPadding","2995975042","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2930384834","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2893438459","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2871620750","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2870676291","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2867511208","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2878156917","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2868878542","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2860029167","256","dec"
"488251.00 mb","AES/CTR/NoPadding","2874885500","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","3650025125","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3470402667","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3419760667","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3425378125","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3429241417","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3398456209","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3422380833","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3396960666","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3406051500","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","3401589041","128","enc"
"1048576.00 mb","AES/CTR/NoPadding","6684284708","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6155275917","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6187877458","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6172996167","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6191803083","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6544842542","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6206883250","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6348816917","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6210749125","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","6317466625","128","dec"
"1048576.00 mb","AES/CTR/NoPadding","3668970209","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3396296209","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3376012833","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3398478375","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3441876250","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3390881459","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3386028750","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3380531084","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3684448208","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","3518906375","192","enc"
"1048576.00 mb","AES/CTR/NoPadding","6280519000","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6114005875","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6247206875","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6438744666","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6304809458","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6196551417","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6169347167","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6164757833","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6519324083","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","6238597750","192","dec"
"1048576.00 mb","AES/CTR/NoPadding","3669235542","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3408246291","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3399805375","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3416028708","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3408067792","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3392276083","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3746384875","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3415504250","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3397327667","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","3414537042","256","enc"
"1048576.00 mb","AES/CTR/NoPadding","6897999167","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6258252125","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6463840708","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6261972500","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6239876375","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6262764458","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6215248375","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6547232541","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6197817500","256","dec"
"1048576.00 mb","AES/CTR/NoPadding","6222357167","256","dec"
"97.00 mb","AES/OFB/NoPadding","97947208","128","enc"
"97.00 mb","AES/OFB/NoPadding","2613958","128","enc"
"97.00 mb","AES/OFB/NoPadding","2300666","128","enc"
"97.00 mb","AES/OFB/NoPadding","2306666","128","enc"
"97.00 mb","AES/OFB/NoPadding","1982750","128","enc"
"97.00 mb","AES/OFB/NoPadding","2386416","128","enc"
"97.00 mb","AES/OFB/NoPadding","1603375","128","enc"
"97.00 mb","AES/OFB/NoPadding","1218625","128","enc"
"97.00 mb","AES/OFB/NoPadding","1280584","128","enc"
"97.00 mb","AES/OFB/NoPadding","1160458","128","enc"
"97.00 mb","AES/OFB/NoPadding","94028792","128","dec"
"97.00 mb","AES/OFB/NoPadding","3206958","128","dec"
"97.00 mb","AES/OFB/NoPadding","2476542","128","dec"
"97.00 mb","AES/OFB/NoPadding","1728000","128","dec"
"97.00 mb","AES/OFB/NoPadding","1597000","128","dec"
"97.00 mb","AES/OFB/NoPadding","1455375","128","dec"
"97.00 mb","AES/OFB/NoPadding","1446625","128","dec"
"97.00 mb","AES/OFB/NoPadding","1223292","128","dec"
"97.00 mb","AES/OFB/NoPadding","1228875","128","dec"
"97.00 mb","AES/OFB/NoPadding","1195542","128","dec"
"97.00 mb","AES/OFB/NoPadding","72358125","192","enc"
"97.00 mb","AES/OFB/NoPadding","2468459","192","enc"
"97.00 mb","AES/OFB/NoPadding","2702958","192","enc"
"97.00 mb","AES/OFB/NoPadding","2744625","192","enc"
"97.00 mb","AES/OFB/NoPadding","2004167","192","enc"
"97.00 mb","AES/OFB/NoPadding","2113500","192","enc"
"97.00 mb","AES/OFB/NoPadding","1607292","192","enc"
"97.00 mb","AES/OFB/NoPadding","1263583","192","enc"
"97.00 mb","AES/OFB/NoPadding","1211167","192","enc"
"97.00 mb","AES/OFB/NoPadding","1219375","192","enc"
"97.00 mb","AES/OFB/NoPadding","67540042","192","dec"
"97.00 mb","AES/OFB/NoPadding","9305334","192","dec"
"97.00 mb","AES/OFB/NoPadding","7437709","192","dec"
"97.00 mb","AES/OFB/NoPadding","5609250","192","dec"
"97.00 mb","AES/OFB/NoPadding","1783542","192","dec"
"97.00 mb","AES/OFB/NoPadding","1792208","192","dec"
"97.00 mb","AES/OFB/NoPadding","1988000","192","dec"
"97.00 mb","AES/OFB/NoPadding","2099042","192","dec"
"97.00 mb","AES/OFB/NoPadding","1349542","192","dec"
"97.00 mb","AES/OFB/NoPadding","1211375","192","dec"
"97.00 mb","AES/OFB/NoPadding","73552625","256","enc"
"97.00 mb","AES/OFB/NoPadding","2838375","256","enc"
"97.00 mb","AES/OFB/NoPadding","3222084","256","enc"
"97.00 mb","AES/OFB/NoPadding","2485625","256","enc"
"97.00 mb","AES/OFB/NoPadding","2298708","256","enc"
"97.00 mb","AES/OFB/NoPadding","2198209","256","enc"
"97.00 mb","AES/OFB/NoPadding","1784291","256","enc"
"97.00 mb","AES/OFB/NoPadding","1263209","256","enc"
"97.00 mb","AES/OFB/NoPadding","1379417","256","enc"
"97.00 mb","AES/OFB/NoPadding","1327250","256","enc"
"97.00 mb","AES/OFB/NoPadding","68670000","256","dec"
"97.00 mb","AES/OFB/NoPadding","3062459","256","dec"
"97.00 mb","AES/OFB/NoPadding","3030583","256","dec"
"97.00 mb","AES/OFB/NoPadding","1991667","256","dec"
"97.00 mb","AES/OFB/NoPadding","1542709","256","dec"
"97.00 mb","AES/OFB/NoPadding","1400333","256","dec"
"97.00 mb","AES/OFB/NoPadding","1479666","256","dec"
"97.00 mb","AES/OFB/NoPadding","1256709","256","dec"
"97.00 mb","AES/OFB/NoPadding","1388542","256","dec"
"97.00 mb","AES/OFB/NoPadding","1293750","256","dec"
"488.00 mb","AES/OFB/NoPadding","79897875","128","enc"
"488.00 mb","AES/OFB/NoPadding","6275167","128","enc"
"488.00 mb","AES/OFB/NoPadding","4315959","128","enc"
"488.00 mb","AES/OFB/NoPadding","3798916","128","enc"
"488.00 mb","AES/OFB/NoPadding","3416417","128","enc"
"488.00 mb","AES/OFB/NoPadding","3094709","128","enc"
"488.00 mb","AES/OFB/NoPadding","2784625","128","enc"
"488.00 mb","AES/OFB/NoPadding","3104375","128","enc"
"488.00 mb","AES/OFB/NoPadding","3006417","128","enc"
"488.00 mb","AES/OFB/NoPadding","3077166","128","enc"
"488.00 mb","AES/OFB/NoPadding","77804792","128","dec"
"488.00 mb","AES/OFB/NoPadding","6542959","128","dec"
"488.00 mb","AES/OFB/NoPadding","4841042","128","dec"
"488.00 mb","AES/OFB/NoPadding","4703583","128","dec"
"488.00 mb","AES/OFB/NoPadding","3773833","128","dec"
"488.00 mb","AES/OFB/NoPadding","3757750","128","dec"
"488.00 mb","AES/OFB/NoPadding","3701958","128","dec"
"488.00 mb","AES/OFB/NoPadding","3658375","128","dec"
"488.00 mb","AES/OFB/NoPadding","3754875","128","dec"
"488.00 mb","AES/OFB/NoPadding","3577000","128","dec"
"488.00 mb","AES/OFB/NoPadding","80824125","192","enc"
"488.00 mb","AES/OFB/NoPadding","6456042","192","enc"
"488.00 mb","AES/OFB/NoPadding","3445792","192","enc"
"488.00 mb","AES/OFB/NoPadding","3241000","192","enc"
"488.00 mb","AES/OFB/NoPadding","3424709","192","enc"
"488.00 mb","AES/OFB/NoPadding","3162125","192","enc"
"488.00 mb","AES/OFB/NoPadding","3033125","192","enc"
"488.00 mb","AES/OFB/NoPadding","2814875","192","enc"
"488.00 mb","AES/OFB/NoPadding","2744000","192","enc"
"488.00 mb","AES/OFB/NoPadding","2697167","192","enc"
"488.00 mb","AES/OFB/NoPadding","77397375","192","dec"
"488.00 mb","AES/OFB/NoPadding","6624083","192","dec"
"488.00 mb","AES/OFB/NoPadding","4849458","192","dec"
"488.00 mb","AES/OFB/NoPadding","4070125","192","dec"
"488.00 mb","AES/OFB/NoPadding","3837167","192","dec"
"488.00 mb","AES/OFB/NoPadding","3718750","192","dec"
"488.00 mb","AES/OFB/NoPadding","3656666","192","dec"
"488.00 mb","AES/OFB/NoPadding","3714042","192","dec"
"488.00 mb","AES/OFB/NoPadding","3700875","192","dec"
"488.00 mb","AES/OFB/NoPadding","3858084","192","dec"
"488.00 mb","AES/OFB/NoPadding","77307500","256","enc"
"488.00 mb","AES/OFB/NoPadding","6524458","256","enc"
"488.00 mb","AES/OFB/NoPadding","3460250","256","enc"
"488.00 mb","AES/OFB/NoPadding","3323291","256","enc"
"488.00 mb","AES/OFB/NoPadding","3098459","256","enc"
"488.00 mb","AES/OFB/NoPadding","3369167","256","enc"
"488.00 mb","AES/OFB/NoPadding","3002750","256","enc"
"488.00 mb","AES/OFB/NoPadding","3143542","256","enc"
"488.00 mb","AES/OFB/NoPadding","2789292","256","enc"
"488.00 mb","AES/OFB/NoPadding","2823625","256","enc"
"488.00 mb","AES/OFB/NoPadding","75995667","256","dec"
"488.00 mb","AES/OFB/NoPadding","6814791","256","dec"
"488.00 mb","AES/OFB/NoPadding","4618083","256","dec"
"488.00 mb","AES/OFB/NoPadding","4930291","256","dec"
"488.00 mb","AES/OFB/NoPadding","3951875","256","dec"
"488.00 mb","AES/OFB/NoPadding","3806541","256","dec"
"488.00 mb","AES/OFB/NoPadding","3783958","256","dec"
"488.00 mb","AES/OFB/NoPadding","3858625","256","dec"
"488.00 mb","AES/OFB/NoPadding","3788667","256","dec"
"488.00 mb","AES/OFB/NoPadding","3864042","256","dec"
"4847.00 mb","AES/OFB/NoPadding","102539500","128","enc"
"4847.00 mb","AES/OFB/NoPadding","20964500","128","enc"
"4847.00 mb","AES/OFB/NoPadding","20225042","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19618583","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19239708","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19196917","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19158250","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19070083","128","enc"
"4847.00 mb","AES/OFB/NoPadding","19181333","128","enc"
"4847.00 mb","AES/OFB/NoPadding","20843584","128","enc"
"4847.00 mb","AES/OFB/NoPadding","124841292","128","dec"
"4847.00 mb","AES/OFB/NoPadding","32156958","128","dec"
"4847.00 mb","AES/OFB/NoPadding","30451625","128","dec"
"4847.00 mb","AES/OFB/NoPadding","29431000","128","dec"
"4847.00 mb","AES/OFB/NoPadding","29265334","128","dec"
"4847.00 mb","AES/OFB/NoPadding","30005667","128","dec"
"4847.00 mb","AES/OFB/NoPadding","29178667","128","dec"
"4847.00 mb","AES/OFB/NoPadding","28791542","128","dec"
"4847.00 mb","AES/OFB/NoPadding","29010541","128","dec"
"4847.00 mb","AES/OFB/NoPadding","28845041","128","dec"
"4847.00 mb","AES/OFB/NoPadding","107309458","192","enc"
"4847.00 mb","AES/OFB/NoPadding","21696000","192","enc"
"4847.00 mb","AES/OFB/NoPadding","21325250","192","enc"
"4847.00 mb","AES/OFB/NoPadding","19904541","192","enc"
"4847.00 mb","AES/OFB/NoPadding","19877750","192","enc"
"4847.00 mb","AES/OFB/NoPadding","19877375","192","enc"
"4847.00 mb","AES/OFB/NoPadding","19785500","192","enc"
"4847.00 mb","AES/OFB/NoPadding","20220083","192","enc"
"4847.00 mb","AES/OFB/NoPadding","19996833","192","enc"
"4847.00 mb","AES/OFB/NoPadding","20130708","192","enc"
"4847.00 mb","AES/OFB/NoPadding","114959083","192","dec"
"4847.00 mb","AES/OFB/NoPadding","32299667","192","dec"
"4847.00 mb","AES/OFB/NoPadding","30637084","192","dec"
"4847.00 mb","AES/OFB/NoPadding","29801125","192","dec"
"4847.00 mb","AES/OFB/NoPadding","29995917","192","dec"
"4847.00 mb","AES/OFB/NoPadding","29700542","192","dec"
"4847.00 mb","AES/OFB/NoPadding","31766208","192","dec"
"4847.00 mb","AES/OFB/NoPadding","30035333","192","dec"
"4847.00 mb","AES/OFB/NoPadding","29579167","192","dec"
"4847.00 mb","AES/OFB/NoPadding","29879625","192","dec"
"4847.00 mb","AES/OFB/NoPadding","103495750","256","enc"
"4847.00 mb","AES/OFB/NoPadding","22356917","256","enc"
"4847.00 mb","AES/OFB/NoPadding","21406625","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20599708","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20406125","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20308166","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20302125","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20529625","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20592834","256","enc"
"4847.00 mb","AES/OFB/NoPadding","20470083","256","enc"
"4847.00 mb","AES/OFB/NoPadding","115833875","256","dec"
"4847.00 mb","AES/OFB/NoPadding","33999167","256","dec"
"4847.00 mb","AES/OFB/NoPadding","31234125","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30456709","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30364084","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30713250","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30627875","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30066958","256","dec"
"4847.00 mb","AES/OFB/NoPadding","30316959","256","dec"
"4847.00 mb","AES/OFB/NoPadding","29955958","256","dec"
"48806.00 mb","AES/OFB/NoPadding","278063250","128","enc"
"48806.00 mb","AES/OFB/NoPadding","188956041","128","enc"
"48806.00 mb","AES/OFB/NoPadding","188167375","128","enc"
"48806.00 mb","AES/OFB/NoPadding","204447875","128","enc"
"48806.00 mb","AES/OFB/NoPadding","188325500","128","enc"
"48806.00 mb","AES/OFB/NoPadding","187602667","128","enc"
"48806.00 mb","AES/OFB/NoPadding","185180875","128","enc"
"48806.00 mb","AES/OFB/NoPadding","188945833","128","enc"
"48806.00 mb","AES/OFB/NoPadding","184422375","128","enc"
"48806.00 mb","AES/OFB/NoPadding","186909500","128","enc"
"48806.00 mb","AES/OFB/NoPadding","383749041","128","dec"
"48806.00 mb","AES/OFB/NoPadding","296308833","128","dec"
"48806.00 mb","AES/OFB/NoPadding","290384584","128","dec"
"48806.00 mb","AES/OFB/NoPadding","288203000","128","dec"
"48806.00 mb","AES/OFB/NoPadding","287558458","128","dec"
"48806.00 mb","AES/OFB/NoPadding","286526750","128","dec"
"48806.00 mb","AES/OFB/NoPadding","289292458","128","dec"
"48806.00 mb","AES/OFB/NoPadding","288569709","128","dec"
"48806.00 mb","AES/OFB/NoPadding","294772625","128","dec"
"48806.00 mb","AES/OFB/NoPadding","290672959","128","dec"
"48806.00 mb","AES/OFB/NoPadding","315662042","192","enc"
"48806.00 mb","AES/OFB/NoPadding","196774166","192","enc"
"48806.00 mb","AES/OFB/NoPadding","198952125","192","enc"
"48806.00 mb","AES/OFB/NoPadding","195224500","192","enc"
"48806.00 mb","AES/OFB/NoPadding","208563416","192","enc"
"48806.00 mb","AES/OFB/NoPadding","218604792","192","enc"
"48806.00 mb","AES/OFB/NoPadding","195627459","192","enc"
"48806.00 mb","AES/OFB/NoPadding","199491458","192","enc"
"48806.00 mb","AES/OFB/NoPadding","195504250","192","enc"
"48806.00 mb","AES/OFB/NoPadding","194983625","192","enc"
"48806.00 mb","AES/OFB/NoPadding","396255958","192","dec"
"48806.00 mb","AES/OFB/NoPadding","321269833","192","dec"
"48806.00 mb","AES/OFB/NoPadding","327567583","192","dec"
"48806.00 mb","AES/OFB/NoPadding","303274042","192","dec"
"48806.00 mb","AES/OFB/NoPadding","310100167","192","dec"
"48806.00 mb","AES/OFB/NoPadding","297804750","192","dec"
"48806.00 mb","AES/OFB/NoPadding","301050917","192","dec"
"48806.00 mb","AES/OFB/NoPadding","300060959","192","dec"
"48806.00 mb","AES/OFB/NoPadding","300527667","192","dec"
"48806.00 mb","AES/OFB/NoPadding","300685458","192","dec"
"48806.00 mb","AES/OFB/NoPadding","310009625","256","enc"
"48806.00 mb","AES/OFB/NoPadding","206111875","256","enc"
"48806.00 mb","AES/OFB/NoPadding","201378917","256","enc"
"48806.00 mb","AES/OFB/NoPadding","202234500","256","enc"
"48806.00 mb","AES/OFB/NoPadding","203897125","256","enc"
"48806.00 mb","AES/OFB/NoPadding","205450125","256","enc"
"48806.00 mb","AES/OFB/NoPadding","206623250","256","enc"
